activity_type,date,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,avg_stride_length,climb_time,temperature,number_of_laps,number_of_runs,month,year,week,weekday,quarter,time_exercise,date_exercise,day_of_week,time_day,week_or_end,cal_per_km,temp_buckets
Cycling,2018-07-14 21:33:26,Kansas City Cycling,3.88,166.0,00:22:12,102,134,0.8,,,6.5,14.5,0.0,22:12,28.000000000000004,1,1.0,7,2018,28,5,3,21:33:26,2018-07-14,Saturday,night,weekend,42.78,Hot (>23C)
Running,2018-07-12 18:28:38,Kansas City Running,4.84,416.0,00:25:59,152,176,3.5,159.0,172.0,8:39,7:11,1.17,25:59,28.000000000000004,4,4.0,7,2018,28,3,3,18:28:38,2018-07-12,Thursday,night,week_day,85.95,Hot (>23C)
Running,2018-07-11 13:50:57,Kansas City Running,1.26,107.0,00:06:38.1,156,174,2.4,162.0,245.0,8:30,6:56,1.17,6:38.1,25.0,1,1.0,7,2018,28,2,3,13:50:57,2018-07-11,Wednesday,afternoon,week_day,84.92,Hot (>23C)
Running,2018-07-11 13:06:35,Kansas City Running,1.24,92.0,00:06:00.4,144,158,2.0,162.0,179.0,7:50,6:31,1.27,6:00.4,26.999999999999996,1,1.0,7,2018,28,2,3,13:06:35,2018-07-11,Wednesday,afternoon,week_day,74.19,Hot (>23C)
Running,2018-07-09 17:24:20,Kansas City Running,1.29,110.0,00:07:21.5,144,159,2.0,156.0,172.0,9:11,8:03,1.13,7:21.5,25.0,1,1.0,7,2018,28,0,3,17:24:20,2018-07-09,Monday,afternoon,week_day,85.27,Hot (>23C)
Running,2018-07-09 16:26:25,Kansas City Running,1.17,93.0,00:06:08.0,144,163,2.0,161.0,177.0,8:24,7:08,1.19,6:08.0,28.000000000000004,1,1.0,7,2018,28,0,3,16:26:25,2018-07-09,Monday,afternoon,week_day,79.49,Hot (>23C)
Running,2018-07-07 13:17:07,Kansas City Running,1.29,116.0,00:07:21.9,152,170,2.2,160.0,170.0,9:09,8:04,1.1,7:21.9,25.999999999999996,1,1.0,7,2018,27,5,3,13:17:07,2018-07-07,Saturday,afternoon,weekend,89.92,Hot (>23C)
Running,2018-07-07 12:35:18,Kansas City Running,1.35,107.0,00:07:02.1,146,167,2.1,163.0,176.0,8:20,7:05,1.18,7:02.1,30.999999999999996,1,1.0,7,2018,27,5,3,12:35:18,2018-07-07,Saturday,afternoon,weekend,79.26,Hot (>23C)
Running,2018-07-05 18:26:00,Kansas City Running,6.94,587.0,00:37:39,151,179,3.8,162.0,186.0,8:44,6:19,1.14,37:39,28.000000000000004,5,5.0,7,2018,27,3,3,18:26:00,2018-07-05,Thursday,night,week_day,84.58,Hot (>23C)
Running,2018-07-03 18:20:00,Kansas City Running,1.3,106.0,00:07:01.4,148,159,2.1,157.0,170.0,8:42,7:55,1.18,7:01.4,25.999999999999996,1,1.0,7,2018,27,1,3,18:20:00,2018-07-03,Tuesday,night,week_day,81.54,Hot (>23C)
Running,2018-07-03 17:40:58,Kansas City Running,1.19,90.0,00:06:33.3,137,157,1.8,160.0,172.0,8:54,7:45,1.13,6:33.3,28.000000000000004,1,1.0,7,2018,27,1,3,17:40:58,2018-07-03,Tuesday,afternoon,week_day,75.63,Hot (>23C)
Running,2018-07-02 16:14:30,Kansas City Running,6.95,564.0,00:37:46,146,172,3.4,162.0,178.0,8:45,6:50,1.14,37:46,28.000000000000004,5,5.0,7,2018,27,0,3,16:14:30,2018-07-02,Monday,afternoon,week_day,81.15,Hot (>23C)
Running,2018-07-01 14:26:10,Kansas City Running,1.29,100.0,00:06:40.4,144,164,2.1,163.0,177.0,8:20,6:49,1.18,6:40.4,25.0,1,1.0,7,2018,26,6,3,14:26:10,2018-07-01,Sunday,afternoon,weekend,77.52,Hot (>23C)
Running,2018-07-01 13:38:48,Kansas City Running,1.26,88.0,00:07:00.5,126,148,1.5,158.0,186.0,9:01,6:22,1.13,7:00.5,29.0,1,1.0,7,2018,26,6,3,13:38:48,2018-07-01,Sunday,afternoon,weekend,69.84,Hot (>23C)
Running,2018-06-26 16:43:53,Kansas City Running,6.94,585.0,00:36:56,152,181,3.9,164.0,182.0,8:35,7:09,1.15,36:56,30.999999999999996,5,5.0,6,2018,26,1,2,16:43:53,2018-06-26,Tuesday,afternoon,week_day,84.29,Hot (>23C)
Running,2018-06-22 18:14:39,Kansas City Running,1.21,108.0,00:07:15.9,146,162,2.1,159.0,173.0,9:41,2:35,1.05,7:15.9,24.0,1,1.0,6,2018,25,4,2,18:14:39,2018-06-22,Friday,night,week_day,89.26,Hot (>23C)
Running,2018-06-22 17:36:00,Kansas City Running,1.3,149.0,00:12:25,128,150,2.0,101.0,171.0,15:24,8:14,1.03,12:25,25.0,1,1.0,6,2018,25,4,2,17:36:00,2018-06-22,Friday,afternoon,week_day,114.62,Hot (>23C)
Treadmill Running,2018-06-21 12:50:33,Treadmill Running,1.22,127.0,00:08:55.2,146,166,2.2,124.0,173.0,11:44,7:13,1.11,8:55.2,23.000000000000004,1,1.0,6,2018,25,3,2,12:50:33,2018-06-21,Thursday,afternoon,week_day,104.1,Hot (>23C)
Treadmill Running,2018-06-21 12:06:17,Treadmill Running,1.43,115.0,00:07:57.2,138,150,2.1,159.0,173.0,8:53,7:23,1.14,7:57.2,24.0,1,1.0,6,2018,25,3,2,12:06:17,2018-06-21,Thursday,afternoon,week_day,80.42,Hot (>23C)
Running,2018-06-19 15:57:15,Kansas City Running,3.65,293.0,00:21:21,137,155,2.3,148.0,179.0,9:25,6:41,1.15,21:21,26.999999999999996,3,3.0,6,2018,25,1,2,15:57:15,2018-06-19,Tuesday,afternoon,week_day,80.27,Hot (>23C)
Treadmill Running,2018-06-18 16:29:19,Treadmill Running,1.22,112.0,00:07:59.0,139,163,2.0,131.0,187.0,10:29,5:16,1.17,7:59.0,25.999999999999996,1,1.0,6,2018,25,0,2,16:29:19,2018-06-18,Monday,afternoon,week_day,91.8,Hot (>23C)
Running,2018-06-15 15:00:32,Kansas City Running,4.84,424.0,00:28:02,148,170,3.3,147.0,192.0,9:19,5:57,1.18,28:02,28.000000000000004,4,4.0,6,2018,24,4,2,15:00:32,2018-06-15,Friday,afternoon,week_day,87.6,Hot (>23C)
Running,2018-06-13 16:44:25,Kansas City Running,6.65,538.0,00:37:06,145,177,3.4,161.0,177.0,8:59,7:16,1.11,37:06,26.999999999999996,5,5.0,6,2018,24,2,2,16:44:25,2018-06-13,Wednesday,afternoon,week_day,80.9,Hot (>23C)
Running,2018-06-12 18:40:10,Kansas City Running,3.94,317.0,00:22:51,141,163,2.9,157.0,191.0,9:20,5:57,1.1,22:51,26.999999999999996,3,3.0,6,2018,24,1,2,18:40:10,2018-06-12,Tuesday,night,week_day,80.46,Hot (>23C)
Cycling,2018-06-11 19:51:57,Kansas City Cycling,3.3,156.0,00:18:21,108,132,0.9,,,6.7,11.5,0.0,18:21,30.999999999999996,1,1.0,6,2018,24,0,2,19:51:57,2018-06-11,Monday,night,week_day,47.27,Hot (>23C)
Running,2018-06-11 18:54:12,Kansas City Running,4.18,363.0,00:30:03,131,159,2.5,147.0,174.0,11:34,7:29,0.94,30:03,30.0,3,3.0,6,2018,24,0,2,18:54:12,2018-06-11,Monday,night,week_day,86.84,Hot (>23C)
Running,2018-06-09 13:25:29,Kansas City Running,6.6,538.0,00:34:40,153,179,4.1,164.0,176.0,8:27,6:01,1.16,34:40,30.0,5,5.0,6,2018,23,5,2,13:25:29,2018-06-09,Saturday,afternoon,weekend,81.52,Hot (>23C)
Running,2018-06-05 15:49:26,Kansas City Running,4.68,391.0,00:25:28,150,164,3.7,161.0,172.0,8:45,7:09,1.14,25:28,30.999999999999996,3,3.0,6,2018,23,1,2,15:49:26,2018-06-05,Tuesday,afternoon,week_day,83.55,Hot (>23C)
Running,2018-06-04 19:43:03,Kansas City Running,7.03,567.0,00:47:07,131,167,3.6,129.0,177.0,10:48,6:55,1.15,47:07,25.0,5,5.0,6,2018,23,0,2,19:43:03,2018-06-04,Monday,night,week_day,80.65,Hot (>23C)
Running,2018-05-31 16:59:08,Kansas City Running,1.34,122.0,00:08:08.0,150,169,2.4,148.0,176.0,9:51,7:54,1.1,8:08.0,25.999999999999996,1,1.0,5,2018,22,3,2,16:59:08,2018-05-31,Thursday,afternoon,week_day,91.04,Hot (>23C)
Running,2018-05-31 16:17:59,Kansas City Running,1.3,113.0,00:07:48.1,144,165,2.3,150.0,175.0,9:41,6:55,1.11,7:48.1,25.999999999999996,1,1.0,5,2018,22,3,2,16:17:59,2018-05-31,Thursday,afternoon,week_day,86.92,Hot (>23C)
Running,2018-05-30 18:49:42,Kansas City Running,4.84,409.0,00:27:10,148,173,3.8,155.0,178.0,9:02,6:43,1.15,27:10,28.000000000000004,4,4.0,5,2018,22,2,2,18:49:42,2018-05-30,Wednesday,night,week_day,84.5,Hot (>23C)
Treadmill Running,2018-05-29 18:30:15,Treadmill Running,2.41,200.0,00:15:57,130,138,2.3,141.0,166.0,10:38,7:35,1.13,15:57,24.0,2,2.0,5,2018,22,1,2,18:30:15,2018-05-29,Tuesday,night,week_day,82.99,Hot (>23C)
Cycling,2018-05-27 13:44:39,Kansas City Cycling,2.78,110.0,00:15:55,100,119,0.5,,,6.5,13.4,0.0,15:55,35.0,1,1.0,5,2018,21,6,2,13:44:39,2018-05-27,Sunday,afternoon,weekend,39.57,Hot (>23C)
Cycling,2018-05-27 12:59:44,Kansas City Cycling,3.06,143.0,00:24:09,94,121,0.5,,,4.7,14.6,0.0,24:09,34.0,1,1.0,5,2018,21,6,2,12:59:44,2018-05-27,Sunday,afternoon,weekend,46.73,Hot (>23C)
Running,2018-05-25 15:39:42,Kansas City Running,4.83,417.0,00:28:34,143,163,3.5,157.0,170.0,9:30,7:33,1.08,28:34,29.0,4,4.0,5,2018,21,4,2,15:39:42,2018-05-25,Friday,afternoon,week_day,86.34,Hot (>23C)
Treadmill Running,2018-05-24 12:16:14,Treadmill Running,1.75,142.0,00:09:41.2,142,154,2.5,159.0,168.0,8:53,8:46,1.07,9:41.2,26.999999999999996,2,2.0,5,2018,21,3,2,12:16:14,2018-05-24,Thursday,afternoon,week_day,81.14,Hot (>23C)
Running,2018-05-23 13:29:44,Kansas City Running,1.08,97.0,00:06:33.5,145,161,2.2,152.0,170.0,9:44,7:39,1.09,6:33.5,25.999999999999996,1,1.0,5,2018,21,2,2,13:29:44,2018-05-23,Wednesday,afternoon,week_day,89.81,Hot (>23C)
Running,2018-05-23 12:28:14,Kansas City Running,1.58,130.0,00:09:18.7,136,155,2.3,158.0,165.0,9:31,8:26,1.07,9:18.7,28.000000000000004,1,1.0,5,2018,21,2,2,12:28:14,2018-05-23,Wednesday,afternoon,week_day,82.28,Hot (>23C)
Treadmill Running,2018-05-20 17:39:14,Treadmill Running,1.61,130.0,00:08:52.0,142,150,2.4,160.0,169.0,8:52,5:30,1.22,8:52.0,24.0,2,2.0,5,2018,20,6,2,17:39:14,2018-05-20,Sunday,afternoon,weekend,80.75,Hot (>23C)
Treadmill Running,2018-05-20 16:59:03,Treadmill Running,1.77,106.0,00:09:13.8,122,130,1.4,157.0,166.0,8:23,7:39,1.16,9:13.8,25.0,2,2.0,5,2018,20,6,2,16:59:03,2018-05-20,Sunday,afternoon,weekend,59.89,Hot (>23C)
Treadmill Running,2018-05-19 15:45:02,Treadmill Running,3.22,239.0,00:17:29,135,144,2.7,160.0,166.0,8:44,6:06,1.21,17:29,25.0,3,3.0,5,2018,20,5,2,15:45:02,2018-05-19,Saturday,afternoon,weekend,74.22,Hot (>23C)
Treadmill Running,2018-05-18 12:51:37,Treadmill Running,1.64,135.0,00:08:52.4,150,169,2.6,159.0,168.0,8:42,7:47,1.16,8:52.4,24.0,2,2.0,5,2018,20,4,2,12:51:37,2018-05-18,Friday,afternoon,week_day,82.32,Hot (>23C)
Treadmill Running,2018-05-18 12:10:19,Treadmill Running,1.66,137.0,00:09:27.7,140,152,2.4,148.0,172.0,9:11,7:21,1.21,9:27.7,25.999999999999996,2,2.0,5,2018,20,4,2,12:10:19,2018-05-18,Friday,afternoon,week_day,82.53,Hot (>23C)
Running,2018-04-26 15:31:28,Kansas City Running,6.79,575.0,00:35:53,157,177,4.1,165.0,236.0,8:30,5:10,1.15,35:53,24.0,5,5.0,4,2018,17,3,2,15:31:28,2018-04-26,Thursday,afternoon,week_day,84.68,Hot (>23C)
Treadmill Running,2018-04-25 16:41:51,Treadmill Running,1.61,129.0,00:09:05.5,140,155,2.2,149.0,177.0,9:03,5:16,1.19,9:05.5,24.0,2,2.0,4,2018,17,2,2,16:41:51,2018-04-25,Wednesday,afternoon,week_day,80.12,Hot (>23C)
Treadmill Running,2018-04-25 16:11:33,Treadmill Running,1.45,116.0,00:07:44.3,146,158,2.2,160.0,177.0,8:35,5:51,1.17,7:44.3,23.000000000000004,1,1.0,4,2018,17,2,2,16:11:33,2018-04-25,Wednesday,afternoon,week_day,80.0,Hot (>23C)
Treadmill Running,2018-04-24 15:56:27,Treadmill Running,1.61,143.0,00:09:21.7,146,159,2.4,156.0,171.0,9:22,6:37,1.19,9:21.7,24.0,2,2.0,4,2018,17,1,2,15:56:27,2018-04-24,Tuesday,afternoon,week_day,88.82,Hot (>23C)
Treadmill Running,2018-04-24 15:14:53,Treadmill Running,0.89,67.0,00:04:14.0,155,159,2.0,169.0,175.0,7:41,5:38,1.24,4:14.0,25.999999999999996,1,1.0,4,2018,17,1,2,15:14:53,2018-04-24,Tuesday,afternoon,week_day,75.28,Hot (>23C)
Treadmill Running,2018-04-22 15:12:00,Treadmill Running,1.09,88.0,00:05:27.2,161,177,2.3,154.0,181.0,8:03,4:14,1.3,5:27.2,24.0,1,1.0,4,2018,16,6,2,15:12:00,2018-04-22,Sunday,afternoon,weekend,80.73,Hot (>23C)
Treadmill Running,2018-04-22 14:23:06,Treadmill Running,1.77,123.0,00:09:15.3,135,154,2.1,147.0,181.0,8:25,4:17,1.28,9:15.3,25.0,2,2.0,4,2018,16,6,2,14:23:06,2018-04-22,Sunday,afternoon,weekend,69.49,Hot (>23C)
Treadmill Running,2018-04-21 14:45:36,Treadmill Running,1.8,122.0,00:08:14.6,147,165,2.3,166.0,177.0,7:22,4:34,1.24,8:14.6,23.000000000000004,2,2.0,4,2018,16,5,2,14:45:36,2018-04-21,Saturday,afternoon,weekend,67.78,Hot (>23C)
Treadmill Running,2018-04-19 16:31:11,Treadmill Running,1.3,94.0,00:10:13,112,130,1.0,108.0,183.0,12:38,5:09,1.18,10:13,25.0,1,1.0,4,2018,16,3,2,16:31:11,2018-04-19,Thursday,afternoon,week_day,72.31,Hot (>23C)
Treadmill Running,2018-04-15 12:20:23,Treadmill Running,4.83,335.0,00:25:52,134,145,2.6,164.0,170.0,8:37,5:29,1.16,25:52,21.999999999999996,4,4.0,4,2018,15,6,2,12:20:23,2018-04-15,Sunday,afternoon,weekend,69.36,Normal (14-23C)
Treadmill Running,2018-04-13 17:26:07,Treadmill Running,1.53,114.0,00:07:54.7,142,154,2.2,152.0,177.0,8:21,4:29,1.26,7:54.7,25.0,1,1.0,4,2018,15,4,2,17:26:07,2018-04-13,Friday,afternoon,week_day,74.51,Hot (>23C)
Treadmill Running,2018-04-12 12:00:44,Treadmill Running,1.5,104.0,00:08:01.5,132,152,2.0,158.0,175.0,8:35,5:44,1.19,8:01.5,24.0,1,1.0,4,2018,15,3,2,12:00:44,2018-04-12,Thursday,afternoon,week_day,69.33,Hot (>23C)
Treadmill Running,2018-04-12 11:22:47,Treadmill Running,1.63,131.0,00:09:31.3,140,152,2.2,146.0,171.0,9:27,4:40,1.17,9:31.3,24.0,2,2.0,4,2018,15,3,2,11:22:47,2018-04-12,Thursday,morning,week_day,80.37,Hot (>23C)
Treadmill Running,2018-04-10 18:18:19,Treadmill Running,1.64,112.0,00:07:21.8,153,167,2.5,165.0,183.0,7:15,4:43,1.35,7:21.8,24.0,2,2.0,4,2018,15,1,2,18:18:19,2018-04-10,Tuesday,night,week_day,68.29,Hot (>23C)
Treadmill Running,2018-04-10 17:48:27,Treadmill Running,1.61,117.0,00:07:59.0,144,151,2.3,162.0,175.0,7:59,5:51,1.25,7:59.0,25.0,1,1.0,4,2018,15,1,2,17:48:27,2018-04-10,Tuesday,afternoon,week_day,72.67,Hot (>23C)
Treadmill Running,2018-04-09 13:31:15,Treadmill Running,1.59,140.0,00:09:02.0,153,165,2.6,151.0,173.0,9:05,5:26,1.18,9:02.0,23.000000000000004,1,1.0,4,2018,15,0,2,13:31:15,2018-04-09,Monday,afternoon,week_day,88.05,Hot (>23C)
Treadmill Running,2018-04-09 12:48:30,Treadmill Running,1.59,130.0,00:08:56.0,143,159,2.4,151.0,175.0,8:59,6:18,1.18,8:56.0,24.0,1,1.0,4,2018,15,0,2,12:48:30,2018-04-09,Monday,afternoon,week_day,81.76,Hot (>23C)
Treadmill Running,2018-04-06 13:04:02,Treadmill Running,2.41,182.0,00:11:43,153,169,3.0,168.0,179.0,7:49,5:59,1.15,11:43,23.000000000000004,2,2.0,4,2018,14,4,2,13:04:02,2018-04-06,Friday,afternoon,week_day,75.52,Hot (>23C)
Treadmill Running,2018-04-06 12:28:18,Treadmill Running,2.41,232.0,00:23:02,124,154,2.7,93.0,175.0,15:22,4:44,1.16,23:02,23.000000000000004,2,2.0,4,2018,14,4,2,12:28:18,2018-04-06,Friday,afternoon,week_day,96.27,Hot (>23C)
Treadmill Running,2018-04-04 16:23:14,Treadmill Running,3.22,272.0,00:17:50,146,165,3.1,151.0,173.0,8:55,5:53,0.95,17:50,24.0,2,2.0,4,2018,14,2,2,16:23:14,2018-04-04,Wednesday,afternoon,week_day,84.47,Hot (>23C)
Treadmill Running,2018-04-03 16:49:33,Treadmill Running,1.08,155.0,00:16:29,116,148,2.0,74.0,171.0,24:47,7:09,0.88,16:29,24.0,1,1.0,4,2018,14,1,2,16:49:33,2018-04-03,Tuesday,afternoon,week_day,143.52,Hot (>23C)
Treadmill Running,2018-04-03 16:20:09,Treadmill Running,1.4,159.0,00:13:01,129,147,2.2,102.0,175.0,14:59,5:59,1.06,13:01,20.999999999999996,1,1.0,4,2018,14,1,2,16:20:09,2018-04-03,Tuesday,afternoon,week_day,113.57,Normal (14-23C)
Treadmill Running,2018-04-02 16:32:46,Treadmill Running,1.32,139.0,00:12:28,124,148,2.2,106.0,173.0,15:15,5:48,1.0,12:28,19.0,1,1.0,4,2018,14,0,2,16:32:46,2018-04-02,Monday,afternoon,week_day,105.3,Normal (14-23C)
Cycling,2018-03-31 14:14:17,Kansas City Cycling,3.11,114.0,00:15:28,102,126,0.6,,,7.5,20.2,0.0,15:28,20.999999999999996,1,1.0,3,2018,13,5,1,14:14:17,2018-03-31,Saturday,afternoon,weekend,36.66,Normal (14-23C)
Cycling,2018-03-31 13:23:28,Kansas City Cycling,2.04,138.0,00:18:43,103,128,0.7,,,4.1,9.2,0.0,18:43,25.0,1,1.0,3,2018,13,5,1,13:23:28,2018-03-31,Saturday,afternoon,weekend,67.65,Hot (>23C)
Treadmill Running,2018-03-30 12:48:10,Treadmill Running,0.74,69.0,00:05:55.4,124,152,1.3,114.0,175.0,12:46,6:43,1.11,5:55.4,25.999999999999996,1,1.0,3,2018,13,4,1,12:48:10,2018-03-30,Friday,afternoon,week_day,93.24,Hot (>23C)
Treadmill Running,2018-03-29 16:10:30,Treadmill Running,1.35,131.0,00:08:20.0,153,163,2.4,153.0,179.0,9:56,5:51,1.06,8:20.0,24.0,1,1.0,3,2018,13,3,1,16:10:30,2018-03-29,Thursday,afternoon,week_day,97.04,Hot (>23C)
Treadmill Running,2018-03-29 15:32:08,Treadmill Running,1.4,161.0,00:15:20,124,166,2.4,89.0,171.0,17:42,6:42,1.03,15:20,23.000000000000004,1,1.0,3,2018,13,3,1,15:32:08,2018-03-29,Thursday,afternoon,week_day,115.0,Hot (>23C)
Treadmill Running,2018-03-28 18:27:45,Treadmill Running,1.45,247.0,00:29:49,115,155,2.3,56.0,166.0,33:07,8:24,0.87,29:49,24.0,1,1.0,3,2018,13,2,1,18:27:45,2018-03-28,Wednesday,night,week_day,170.34,Hot (>23C)
Treadmill Running,2018-03-28 17:55:25,Treadmill Running,0.16,15.0,00:01:06.3,138,144,0.4,138.0,169.0,11:22,7:08,1.02,1:06.3,25.0,1,1.0,3,2018,13,2,1,17:55:25,2018-03-28,Wednesday,afternoon,week_day,93.75,Hot (>23C)
Treadmill Running,2018-03-27 16:03:28,Treadmill Running,1.34,134.0,00:08:42.2,151,168,2.4,146.0,171.0,10:33,7:07,1.04,8:42.2,24.0,1,1.0,3,2018,13,1,1,16:03:28,2018-03-27,Tuesday,afternoon,week_day,100.0,Hot (>23C)
Treadmill Running,2018-03-27 15:31:58,Treadmill Running,1.4,143.0,00:11:12,133,151,2.2,121.0,169.0,12:51,6:05,1.03,11:12,24.0,1,1.0,3,2018,13,1,1,15:31:58,2018-03-27,Tuesday,afternoon,week_day,102.14,Hot (>23C)
Treadmill Running,2018-03-26 17:27:55,Treadmill Running,0.76,79.0,00:05:30.4,145,158,1.9,142.0,171.0,11:48,7:25,0.96,5:30.4,25.999999999999996,1,1.0,3,2018,13,0,1,17:27:55,2018-03-26,Monday,afternoon,week_day,103.95,Hot (>23C)
Treadmill Running,2018-03-26 16:35:42,Treadmill Running,1.32,112.0,00:07:49.0,139,153,2.1,161.0,171.0,9:29,7:05,1.05,7:49.0,25.0,1,1.0,3,2018,13,0,1,16:35:42,2018-03-26,Monday,afternoon,week_day,84.85,Hot (>23C)
Running,2018-03-24 13:47:14,Kansas City Running,4.25,447.0,00:35:46,141,171,3.1,130.0,234.0,13:34,8:49,0.91,35:46,12.999999999999998,3,3.0,3,2018,12,5,1,13:47:14,2018-03-24,Saturday,afternoon,weekend,105.18,Cold (<14C)
Treadmill Running,2018-03-18 15:49:50,Treadmill Running,1.38,138.0,00:10:25,134,158,2.1,142.0,168.0,12:06,7:10,0.94,10:25,24.0,1,1.0,3,2018,11,6,1,15:49:50,2018-03-18,Sunday,afternoon,weekend,100.0,Hot (>23C)
Treadmill Running,2018-03-15 20:17:43,Treadmill Running,1.4,171.0,00:17:52,118,159,2.0,78.0,173.0,20:31,7:05,1.0,17:52,24.0,1,1.0,3,2018,11,3,1,20:17:43,2018-03-15,Thursday,night,week_day,122.14,Hot (>23C)
Treadmill Running,2018-03-13 16:01:29,Treadmill Running,1.06,90.0,00:07:57.3,123,147,1.3,119.0,183.0,11:59,5:59,1.13,7:57.3,24.0,1,1.0,3,2018,11,1,1,16:01:29,2018-03-13,Tuesday,afternoon,week_day,84.91,Hot (>23C)
Treadmill Running,2018-03-12 17:04:18,Treadmill Running,1.35,101.0,00:07:18.8,135,151,2.0,164.0,180.0,8:45,6:02,1.12,7:18.8,23.000000000000004,1,1.0,3,2018,11,0,1,17:04:18,2018-03-12,Monday,afternoon,week_day,74.81,Hot (>23C)
Treadmill Running,2018-03-12 16:37:33,Treadmill Running,1.43,110.0,00:07:53.1,139,158,2.0,158.0,185.0,8:53,5:32,1.15,7:53.1,24.0,1,1.0,3,2018,11,0,1,16:37:33,2018-03-12,Monday,afternoon,week_day,76.92,Hot (>23C)
Treadmill Running,2018-03-11 12:25:47,Treadmill Running,1.35,123.0,00:09:04.1,136,153,2.1,145.0,177.0,10:44,7:09,1.03,9:04.1,24.0,1,1.0,3,2018,10,6,1,12:25:47,2018-03-11,Sunday,afternoon,weekend,91.11,Hot (>23C)
Treadmill Running,2018-03-09 16:08:35,Treadmill Running,1.37,112.0,00:07:43.8,142,160,2.1,154.0,189.0,9:03,5:16,1.15,7:43.8,23.000000000000004,1,1.0,3,2018,10,4,1,16:08:35,2018-03-09,Friday,afternoon,week_day,81.75,Hot (>23C)
Treadmill Running,2018-03-09 15:30:34,Treadmill Running,1.37,121.0,00:08:20.2,142,161,2.2,152.0,177.0,9:50,7:01,1.08,8:20.2,25.0,1,1.0,3,2018,10,4,1,15:30:34,2018-03-09,Friday,afternoon,week_day,88.32,Hot (>23C)
Treadmill Running,2018-03-08 14:12:01,Treadmill Running,1.61,191.0,00:16:15,134,164,2.3,111.0,178.0,16:14,5:42,0.89,16:15,23.000000000000004,2,2.0,3,2018,10,3,1,14:12:01,2018-03-08,Thursday,afternoon,week_day,118.63,Hot (>23C)
Treadmill Running,2018-03-08 13:29:39,Treadmill Running,1.38,130.0,00:09:11.3,142,159,2.3,144.0,175.0,10:41,6:54,1.05,9:11.3,23.000000000000004,1,1.0,3,2018,10,3,1,13:29:39,2018-03-08,Thursday,afternoon,week_day,94.2,Hot (>23C)
Treadmill Running,2018-03-07 16:15:05,Treadmill Running,0.53,111.0,00:12:12,116,161,1.2,51.0,171.0,37:09,7:20,0.85,12:12,23.000000000000004,1,1.0,3,2018,10,2,1,16:15:05,2018-03-07,Wednesday,afternoon,week_day,209.43,Hot (>23C)
Treadmill Running,2018-03-07 15:40:29,Treadmill Running,1.34,111.0,00:07:10.5,150,165,2.2,164.0,179.0,8:38,6:54,1.14,7:10.5,23.000000000000004,1,1.0,3,2018,10,2,1,15:40:29,2018-03-07,Wednesday,afternoon,week_day,82.84,Hot (>23C)
Treadmill Running,2018-03-06 14:16:48,Treadmill Running,1.03,125.0,00:08:52.0,144,158,2.2,120.0,175.0,13:45,5:47,0.98,8:52.0,24.0,1,1.0,3,2018,10,1,1,14:16:48,2018-03-06,Tuesday,afternoon,week_day,121.36,Hot (>23C)
Treadmill Running,2018-03-06 13:25:12,Treadmill Running,1.35,128.0,00:09:18.0,137,153,2.1,145.0,175.0,11:02,6:48,1.0,9:18.0,19.0,1,1.0,3,2018,10,1,1,13:25:12,2018-03-06,Tuesday,afternoon,week_day,94.81,Normal (14-23C)
Treadmill Running,2018-03-03 13:48:22,Treadmill Running,1.13,90.0,00:05:59.0,145,151,2.0,173.0,179.0,8:30,6:40,1.1,5:59.0,25.0,1,1.0,3,2018,9,5,1,13:48:22,2018-03-03,Saturday,afternoon,weekend,79.65,Hot (>23C)
Treadmill Running,2018-03-02 16:17:05,Treadmill Running,1.34,105.0,00:07:00.0,145,161,2.1,172.0,187.0,8:23,6:10,1.11,7:00.0,23.000000000000004,1,1.0,3,2018,9,4,1,16:17:05,2018-03-02,Friday,afternoon,week_day,78.36,Hot (>23C)
Treadmill Running,2018-03-02 15:48:25,Treadmill Running,1.5,112.0,00:07:33.2,146,168,2.2,168.0,187.0,8:07,5:53,1.18,7:33.2,24.0,1,1.0,3,2018,9,4,1,15:48:25,2018-03-02,Friday,afternoon,week_day,74.67,Hot (>23C)
Running,2018-03-01 15:56:21,Kansas City Running,6.82,563.0,00:37:08,151,162,3.7,164.0,178.0,8:46,6:53,1.12,37:08,15.0,5,5.0,3,2018,9,3,1,15:56:21,2018-03-01,Thursday,afternoon,week_day,82.55,Normal (14-23C)
Treadmill Running,2018-02-28 15:51:00,Treadmill Running,1.58,121.0,00:07:45.6,151,162,2.3,162.0,175.0,7:57,5:58,1.25,7:45.6,24.0,1,1.0,2,2018,9,2,1,15:51:00,2018-02-28,Wednesday,afternoon,week_day,76.58,Hot (>23C)
Treadmill Running,2018-02-28 15:08:58,Treadmill Running,1.59,147.0,00:12:46,128,158,2.2,102.0,175.0,12:54,6:55,1.22,12:46,24.0,1,1.0,2,2018,9,2,1,15:08:58,2018-02-28,Wednesday,afternoon,week_day,92.45,Hot (>23C)
Treadmill Running,2018-02-27 16:32:57,Treadmill Running,1.63,107.0,00:07:03.0,147,166,2.3,172.0,200.0,7:00,4:32,1.34,7:03.0,24.0,2,2.0,2,2018,9,1,1,16:32:57,2018-02-27,Tuesday,afternoon,week_day,65.64,Hot (>23C)
